Function Code,Function Name,Function Description,Control Test Code,Control Test Name,Control Test Description,Guideline Code,Guideline Name,Guideline Description
1,Install and maintain a firewall configuration to protect cardholder data,"Firewalls are devices that control computer traffic allowed between an entity’s networks (internal) and untrusted networks (external), as well as traffic into and out of more sensitive areas within an entity’s internal trusted networks. The cardholder data environment is an example of a more sensitive area within an entity’s trusted network.
A firewall examines all network traffic and blocks those transmissions that do not meet the specified security criteria.
All systems must be protected from unauthorized access from untrusted networks, whether entering the system via the Internet as e-commerce, employee Internet access through desktop browsers, employee e-mail access, dedicated connections such as business-to-business connections, via wireless networks, or via other sources. Often, seemingly insignificant paths to and from untrusted networks can provide unprotected pathways into key systems. Firewalls are a key protection mechanism for any computer network.",1.3,Prohibit direct public access between the Internet and any system component in the cardholder data environment.,"Examine firewall and router configurations—including but not limited to the choke router at the Internet, the DMZ router and firewall, the DMZ cardholder segment, the perimeter router, and the internal cardholder network segment—and perform the
following to determine that there is no direct access between the Internet and system components in the internal cardholder network segment",1.3.2,"Limit inbound Internet traffic to IP
addresses within the DMZ.",Examine firewall and router configurations to verify that inbound Internet traffic is limited to IP addresses within the DMZ.
1,Install and maintain a firewall configuration to protect cardholder data,"Firewalls are devices that control computer traffic allowed between an entity’s networks (internal) and untrusted networks (external), as well as traffic into and out of more sensitive areas within an entity’s internal trusted networks. The cardholder data environment is an example of a more sensitive area within an entity’s trusted network.
A firewall examines all network traffic and blocks those transmissions that do not meet the specified security criteria.
All systems must be protected from unauthorized access from untrusted networks, whether entering the system via the Internet as e-commerce, employee Internet access through desktop browsers, employee e-mail access, dedicated connections such as business-to-business connections, via wireless networks, or via other sources. Often, seemingly insignificant paths to and from untrusted networks can provide unprotected pathways into key systems. Firewalls are a key protection mechanism for any computer network.",1.3,Prohibit direct public access between the Internet and any system component in the cardholder data environment.,"Examine firewall and router configurations—including but not limited to the choke router at the Internet, the DMZ router and firewall, the DMZ cardholder segment, the perimeter router, and the internal cardholder network segment—and perform the
following to determine that there is no direct access between the Internet and system components in the internal cardholder network segment",1.3.3,"Implement anti-spoofing measures to detect and block forged source IP addresses from entering the network.
(For example, block traffic originating from the Internet with an internal source address.)","Examine firewall and router configurations to verify that anti-spoofing measures are implemented, for example internal addresses cannot pass from the Internet into the DMZ."
1,Install and maintain a firewall configuration to protect cardholder data,"Firewalls are devices that control computer traffic allowed between an entity’s networks (internal) and untrusted networks (external), as well as traffic into and out of more sensitive areas within an entity’s internal trusted networks. The cardholder data environment is an example of a more sensitive area within an entity’s trusted network.
A firewall examines all network traffic and blocks those transmissions that do not meet the specified security criteria.
All systems must be protected from unauthorized access from untrusted networks, whether entering the system via the Internet as e-commerce, employee Internet access through desktop browsers, employee e-mail access, dedicated connections such as business-to-business connections, via wireless networks, or via other sources. Often, seemingly insignificant paths to and from untrusted networks can provide unprotected pathways into key systems. Firewalls are a key protection mechanism for any computer network.",1.3,Prohibit direct public access between the Internet and any system component in the cardholder data environment.,"Examine firewall and router configurations—including but not limited to the choke router at the Internet, the DMZ router and firewall, the DMZ cardholder segment, the perimeter router, and the internal cardholder network segment—and perform the
following to determine that there is no direct access between the Internet and system components in the internal cardholder network segment",1.3.4,Do not allow unauthorized outbound traffic from the cardholder data environment to the Internet.,Examine firewall and router configurations to verify that outbound traffic from the cardholder data environment to the Internet is explicitly authorized.
1,Install and maintain a firewall configuration to protect cardholder data,"Firewalls are devices that control computer traffic allowed between an entity’s networks (internal) and untrusted networks (external), as well as traffic into and out of more sensitive areas within an entity’s internal trusted networks. The cardholder data environment is an example of a more sensitive area within an entity’s trusted network.
A firewall examines all network traffic and blocks those transmissions that do not meet the specified security criteria.
All systems must be protected from unauthorized access from untrusted networks, whether entering the system via the Internet as e-commerce, employee Internet access through desktop browsers, employee e-mail access, dedicated connections such as business-to-business connections, via wireless networks, or via other sources. Often, seemingly insignificant paths to and from untrusted networks can provide unprotected pathways into key systems. Firewalls are a key protection mechanism for any computer network.",1.3,Prohibit direct public access between the Internet and any system component in the cardholder data environment.,"Examine firewall and router configurations—including but not limited to the choke router at the Internet, the DMZ router and firewall, the DMZ cardholder segment, the perimeter router, and the internal cardholder network segment—and perform the
following to determine that there is no direct access between the Internet and system components in the internal cardholder network segment",1.3.5,"Permit only “established”
connections into the network.",Examine firewall and router configurations to verify that the firewall permits only established connections into the internal network and denies any inbound connections not associated with a previously established session.
1,Install and maintain a firewall configuration to protect cardholder data,"Firewalls are devices that control computer traffic allowed between an entity’s networks (internal) and untrusted networks (external), as well as traffic into and out of more sensitive areas within an entity’s internal trusted networks. The cardholder data environment is an example of a more sensitive area within an entity’s trusted network.
A firewall examines all network traffic and blocks those transmissions that do not meet the specified security criteria.
All systems must be protected from unauthorized access from untrusted networks, whether entering the system via the Internet as e-commerce, employee Internet access through desktop browsers, employee e-mail access, dedicated connections such as business-to-business connections, via wireless networks, or via other sources. Often, seemingly insignificant paths to and from untrusted networks can provide unprotected pathways into key systems. Firewalls are a key protection mechanism for any computer network.",1.3,Prohibit direct public access between the Internet and any system component in the cardholder data environment.,"Examine firewall and router configurations—including but not limited to the choke router at the Internet, the DMZ router and firewall, the DMZ cardholder segment, the perimeter router, and the internal cardholder network segment—and perform the
following to determine that there is no direct access between the Internet and system components in the internal cardholder network segment",1.3.6,"Place system components that store cardholder data (such as a database) in an internal network zone, segregated from the DMZ and other untrusted networks.","Examine firewall and router configurations to verify that system components that store cardholder data are on an internal network zone, segregated from the DMZ and other untrusted networks."
1,Install and maintain a firewall configuration to protect cardholder data,"Firewalls are devices that control computer traffic allowed between an entity’s networks (internal) and untrusted networks (external), as well as traffic into and out of more sensitive areas within an entity’s internal trusted networks. The cardholder data environment is an example of a more sensitive area within an entity’s trusted network.
A firewall examines all network traffic and blocks those transmissions that do not meet the specified security criteria.
All systems must be protected from unauthorized access from untrusted networks, whether entering the system via the Internet as e-commerce, employee Internet access through desktop browsers, employee e-mail access, dedicated connections such as business-to-business connections, via wireless networks, or via other sources. Often, seemingly insignificant paths to and from untrusted networks can provide unprotected pathways into key systems. Firewalls are a key protection mechanism for any computer network.",1.3,Prohibit direct public access between the Internet and any system component in the cardholder data environment.,"Examine firewall and router configurations—including but not limited to the choke router at the Internet, the DMZ router and firewall, the DMZ cardholder segment, the perimeter router, and the internal cardholder network segment—and perform the
following to determine that there is no direct access between the Internet and system components in the internal cardholder network segment",1.3.7,Do not disclose private IP addresses and routing information to unauthorized parties.,"a Examine firewall and router configurations to verify that methods are in place to prevent the disclosure of private IP addresses and routing information from internal networks to
the Internet.
b Interview personnel and examine documentation to verify that any disclosure of private IP addresses and routing information to external entities is authorized."
1,Install and maintain a firewall configuration to protect cardholder data,"Firewalls are devices that control computer traffic allowed between an entity’s networks (internal) and untrusted networks (external), as well as traffic into and out of more sensitive areas within an entity’s internal trusted networks. The cardholder data environment is an example of a more sensitive area within an entity’s trusted network.
A firewall examines all network traffic and blocks those transmissions that do not meet the specified security criteria.
All systems must be protected from unauthorized access from untrusted networks, whether entering the system via the Internet as e-commerce, employee Internet access through desktop browsers, employee e-mail access, dedicated connections such as business-to-business connections, via wireless networks, or via other sources. Often, seemingly insignificant paths to and from untrusted networks can provide unprotected pathways into key systems. Firewalls are a key protection mechanism for any computer network.",1.4,Install personal firewall software or equivalent functionality on any portable computing devices,"a Examine policies and configuration standards to verify:
-   Personal firewall software or equivalent functionality is required for all portable computing devices (including company and/or employee-owned) that connect to the Internet when outside the network (for example, laptops used by employees), and which are also used to access the CDE.
-    Specific configuration settings are defined for personal firewall (or equivalent functionality).
-    Personal firewall (or equivalent functionality) is configured to actively run.
-    Personal firewall (or equivalent functionality) is configured to not be alterable by users of the portable computing devices.
b Inspect a sample of company and/or employee-owned devices to verify that:
-    Personal firewall (or equivalent functionality) is installed
and configured per the organization’s specific configuration settings.
-    Personal firewall (or equivalent functionality) is actively running.
-    Personal firewall (or equivalent functionality) is not alterable by users of the portable computing devices.",,,
2,Do not use vendor-supplied defaults for system passwords and other security parameters,Malicious individuals (external and internal to an entity) often use vendor default passwords and other vendor default settings to compromise systems. These passwords and settings are well known by hacker communities and are easily determined via public information.,2.1,Always change vendor-supplied defaults and remove or disable unnecessary default accounts before installing a system on the network.,"a Choose a sample of system components, and attempt to log on (with system administrator help) to the devices and applications using default vendor-supplied accounts and passwords, to verify that ALL default passwords (including those on operating systems, software that provides security services, application and system accounts, POS terminals, and Simple Network Management Protocol (SNMP) community strings) have been changed. (Use vendor manuals and sources on the Internet to find vendor-supplied accounts/passwords.)
b For the sample of system components, verify that all unnecessary default accounts (including accounts used by operating systems, security software, applications, systems, POS terminals, SNMP, etc.) are removed or disabled.
c Interview personnel and examine supporting documentation to verify that:
-    All vendor defaults (including default passwords on operating systems, software providing security services, application and system accounts, POS terminals,
Simple Network Management Protocol (SNMP) community strings, etc.) are changed before a system is installed on the network.
-    Unnecessary default accounts (including accounts used by operating systems, security software, applications, systems, POS terminals, SNMP, etc.) are removed or disabled before a system is installed on the network.",2.1.1, For wireless environments connected to the cardholder data environment or transmitting cardholder data,"a Interview responsible personnel and examine supporting documentation to verify that:
-  Encryption keys were changed from default at installation
-  Encryption keys are changed anytime anyone with knowledge of the keys leaves the company or changes positions.
b Interview personnel and examine policies and procedures to verify:
-  Default SNMP community strings are required to be changed upon installation.
-  Default passwords/passphrases on access points are required to be changed upon installation.
c Examine vendor documentation and login to wireless devices, with system administrator help, to verify:
-  Default SNMP community strings are not used.
-  Default passwords/passphrases on access points are not used.
d Examine vendor documentation and observe wireless configuration settings to verify firmware on wireless devices is updated to support strong encryption for:
-  Authentication over wireless networks
-  Transmission over wireless networks.
e Examine vendor documentation and observe wireless configuration settings to verify other security- related wireless vendor defaults were changed, if applicable."
2,Do not use vendor-supplied defaults for system passwords and other security parameters,Malicious individuals (external and internal to an entity) often use vendor default passwords and other vendor default settings to compromise systems. These passwords and settings are well known by hacker communities and are easily determined via public information.,2.2,Develop configuration standards for all systems components,"a Examine the organization’s system configuration standards for all types of system components and verify the system configuration standards are consistent with industry- accepted hardening standards.
b Examine policies and interview personnel to verify that system configuration standards are updated as new vulnerability issues are identified, as defined in Requirement
6.1.
c Examine policies and interview personnel to verify that system configuration standards are applied when new systems are configured and verified as being in place before a system is installed on the network.
d Verify that system configuration standards include the following procedures for all types of system components:
-    Changing of all vendor-supplied defaults and elimination of unnecessary default accounts
-    Implementing only one primary function per server to prevent functions that require different security levels from co-existing on the same server
-    Enabling only necessary services, protocols, daemons, etc., as required for the function of the system
-    Implementing additional security features for any required services, protocols or daemons that are considered to be insecure
-    Configuring system security parameters to prevent misuse
-    Removing all unnecessary functionality, such as scripts, drivers, features, subsystems, file systems, and unnecessary web servers.",2.2.1,Implement only one primary function per server to prevent functions that require different security levels from co-existing on the same server,"a Select a sample of system components and inspect the system configurations to verify that only one primary function is implemented per server.
b If virtualization technologies are used, inspect the system configurations to verify that only one primary function is implemented per virtual system component or device.
"
2,Do not use vendor-supplied defaults for system passwords and other security parameters,Malicious individuals (external and internal to an entity) often use vendor default passwords and other vendor default settings to compromise systems. These passwords and settings are well known by hacker communities and are easily determined via public information.,2.2,Develop configuration standards for all systems components,"a Examine the organization’s system configuration standards for all types of system components and verify the system configuration standards are consistent with industry- accepted hardening standards.
b Examine policies and interview personnel to verify that system configuration standards are updated as new vulnerability issues are identified, as defined in Requirement
6.1.
c Examine policies and interview personnel to verify that system configuration standards are applied when new systems are configured and verified as being in place before a system is installed on the network.
d Verify that system configuration standards include the following procedures for all types of system components:
-    Changing of all vendor-supplied defaults and elimination of unnecessary default accounts
-    Implementing only one primary function per server to prevent functions that require different security levels from co-existing on the same server
-    Enabling only necessary services, protocols, daemons, etc., as required for the function of the system
-    Implementing additional security features for any required services, protocols or daemons that are considered to be insecure
-    Configuring system security parameters to prevent misuse
-    Removing all unnecessary functionality, such as scripts, drivers, features, subsystems, file systems, and unnecessary web servers.",2.2.2,"Enable only necessary services, protocols, daemons, etc., as required for the function of the system.","a Select a sample of system components and inspect enabled system services, daemons, and protocols to verify that only necessary services or protocols are enabled.
b Identify any enabled insecure services, daemons, or protocols and interview personnel to verify they are justified per documented configuration standards."
2,Do not use vendor-supplied defaults for system passwords and other security parameters,Malicious individuals (external and internal to an entity) often use vendor default passwords and other vendor default settings to compromise systems. These passwords and settings are well known by hacker communities and are easily determined via public information.,2.2,Develop configuration standards for all systems components,"a Examine the organization’s system configuration standards for all types of system components and verify the system configuration standards are consistent with industry- accepted hardening standards.
b Examine policies and interview personnel to verify that system configuration standards are updated as new vulnerability issues are identified, as defined in Requirement
6.1.
c Examine policies and interview personnel to verify that system configuration standards are applied when new systems are configured and verified as being in place before a system is installed on the network.
d Verify that system configuration standards include the following procedures for all types of system components:
-    Changing of all vendor-supplied defaults and elimination of unnecessary default accounts
-    Implementing only one primary function per server to prevent functions that require different security levels from co-existing on the same server
-    Enabling only necessary services, protocols, daemons, etc., as required for the function of the system
-    Implementing additional security features for any required services, protocols or daemons that are considered to be insecure
-    Configuring system security parameters to prevent misuse
-    Removing all unnecessary functionality, such as scripts, drivers, features, subsystems, file systems, and unnecessary web servers.",2.2.3,"Implement additional security features for any required services, protocols, or daemons that are considered to be insecure.","Inspect configuration settings to verify that security features are documented and implemented for all insecure services, daemons, or protocols."
2,Do not use vendor-supplied defaults for system passwords and other security parameters,Malicious individuals (external and internal to an entity) often use vendor default passwords and other vendor default settings to compromise systems. These passwords and settings are well known by hacker communities and are easily determined via public information.,2.2,Develop configuration standards for all systems components,"a Examine the organization’s system configuration standards for all types of system components and verify the system configuration standards are consistent with industry- accepted hardening standards.
b Examine policies and interview personnel to verify that system configuration standards are updated as new vulnerability issues are identified, as defined in Requirement
6.1.
c Examine policies and interview personnel to verify that system configuration standards are applied when new systems are configured and verified as being in place before a system is installed on the network.
d Verify that system configuration standards include the following procedures for all types of system components:
-    Changing of all vendor-supplied defaults and elimination of unnecessary default accounts
-    Implementing only one primary function per server to prevent functions that require different security levels from co-existing on the same server
-    Enabling only necessary services, protocols, daemons, etc., as required for the function of the system
-    Implementing additional security features for any required services, protocols or daemons that are considered to be insecure
-    Configuring system security parameters to prevent misuse
-    Removing all unnecessary functionality, such as scripts, drivers, features, subsystems, file systems, and unnecessary web servers.",2.2.4,Configure system security parameters to prevent misuse.,"a Interview system administrators and/or security managers to verify that they have knowledge of common security parameter settings for system components.
b Examine the system configuration standards to verify that common security parameter settings are included.
c Select a sample of system components and
inspect the common security parameters to verify that they are set appropriately and in accordance with the configuration standards."
2,Do not use vendor-supplied defaults for system passwords and other security parameters,Malicious individuals (external and internal to an entity) often use vendor default passwords and other vendor default settings to compromise systems. These passwords and settings are well known by hacker communities and are easily determined via public information.,2.3,Encrypt all non-console administrative access using strong cryptography.,"Select a sample of system components and verify that non-console administrative access is encrypted by performing the following:
a Observe an administrator log on to each system and examine system configurations to verify that a strong encryption method is invoked before the administrator’s password is requested.
b Review services and parameter files on systems to determine that Telnet and other insecure remote-login commands are not available for non-console access.
c Observe an administrator log on to each system to verify that administrator access to any web-based management interfaces is encrypted with strong cryptography.
d Examine vendor documentation and interview personnel to verify that strong cryptography for the technology in use is implemented according to industry best practices and/or vendor recommendations.",,,
3,Protect stored cardholder data,"Protection methods such as encryption, truncation, masking, and hashing are critical components of cardholder data protection. If an intruder circumvents other security controls and gains access to encrypted data, without the proper cryptographic keys, the data is unreadable and unusable to that person. Other effective methods of protecting stored data should also be considered as potential risk mitigation opportunities. For example, methods for minimizing risk include not storing cardholder data unless absolutely necessary, truncating cardholder data if full PAN is not needed, and not sending unprotected PANs using end-user messaging technologies, such as e-mail and instant messaging",3.1,"Keep cardholder data storage to a minimum by implementing data retention and disposal policies, procedures and processes",,,,
3,Protect stored cardholder data,"Protection methods such as encryption, truncation, masking, and hashing are critical components of cardholder data protection. If an intruder circumvents other security controls and gains access to encrypted data, without the proper cryptographic keys, the data is unreadable and unusable to that person. Other effective methods of protecting stored data should also be considered as potential risk mitigation opportunities. For example, methods for minimizing risk include not storing cardholder data unless absolutely necessary, truncating cardholder data if full PAN is not needed, and not sending unprotected PANs using end-user messaging technologies, such as e-mail and instant messaging",3.3,Mask PAN when displayed (the first six and last four digits are the maximum,"a Examine written policies and procedures for masking the display of PANs to verify:
-    A list of roles that need access to displays of more than the first six/last four (includes full PAN) is documented, together with a legitimate business need for each role to have such access.
-    PAN must be masked when displayed such that only personnel with a legitimate business need can see more
than the first six/last four digits of the PAN.
-    All roles not specifically authorized to see the full PAN
must only see masked PANs.
b Examine system configurations to verify that full PAN is only displayed for users/roles with a documented business need, and that PAN is masked for all other requests.
c Examine displays of PAN (for example, on screen, on paper receipts) to verify that PANs are masked when displaying cardholder data, and that only those with a legitimate business need are able to see more than the first six/last four digits of the PAN.",,,
